"StoreId","CompleteStoreName","FoodType","AverageRating","Reviewers","City","Location"
"q3fq","Potato Corner (Lucky Plaza)","Fries","4.3","(100+)","Singapore",""
"jsgh","Coocaça (Liat Towers)","Acai Bowl","3","(9)","Singapore",""
"dlrx","WOOLY'S BAGELS by Egg Stop (RANGOON ROAD)","Sandwiches","4.8","(100+)","Singapore",""
"y3fb","Cafe De Muse (Orchard Road)","Italian","4.3","(100+)","Singapore",""
"f4po","Chi Rashi Tei Japanese (Food Republic - Shaw Lido)","Japanese","4.4","(100+)","Singapore",""
"g4y8","Planet Plus (Scotts Square)","Pasta","4.2","(12)","Singapore",""
"v8so","Paradise Teochew (Scotts Square)","Chinese","4.6","(93)","Singapore",""
"x4ce","Killiney (360 Orchard Road International Building)","Singaporean","4.5","(500+)","Singapore",""
"x2mq","Chai Original Sliced Fish Soup (Food Republic - Shaw Lido)","Seafood","4.4","(100+)","Singapore",""
"bx4b","Tiong Bahru Bakery (Scotts Square)","Bakery","4.2","(100+)","Singapore",""
"o7xh","Thai Palace By Shun Heng (Bishan North Shopping Mall)","Thai","4.3","(100+)","Singapore",""
"uw83","Hard Rock Cafe (HPL House) - Islandwide Delivery","Western","4.9","(100+)","Singapore",""
"be4v","Tang’s Market (TANGS PLAZA B1) - Islandwide Delivery","Singaporean","2.9","(14)","Singapore",""
"df65","Max's All About Chicken (Lucky Plaza)","Chicken","3.9","(100+)","Singapore",""
"w9ac","Sangeetha Bhavan (Serangoon)","Indian","4.2","(500+)","Singapore",""
"xj7p","Oatberry Cafe (Scotts Square)","Acai Bowl","4.9","(56)","Singapore",""
"airc","Enchanted Cafe (24Hours) - 88 Rangoon","Western","4.4","(100+)","Singapore",""
"jya9","Good Bites (Bishan) - Islandwide Delivery","Pasta","2.8","(8)","Singapore",""
"v0pv","Häagen-Dazs (Hilton)","Dessert","4.8","(100+)","Singapore",""
"d4ho","Taste Of India (77 Rangoon Rd) - Islandwide Delivery","Indian","2.8","(7)","Singapore",""
"owm3","Chicken Pie Kitchen (Tang Plaza)","Bakery","4.4","(4)","Singapore",""
"b42w","Galangal Thai Restaurant (Bishan)","Thai","4.8","(6)","Singapore",""
"a1qx","The Daily Cup (Bishan Street 22)","International","3.9","(7)","Singapore",""
"v0fb","Kanshoku Ramen (Ion)","Japanese","4.2","(100+)","Singapore",""
"v1jf","He Niu Teppanyaki (Food Republic - Wisma Atria)","Asian","4.6","(100+)","Singapore",""
"erxs","Song Fa Kway Chap (ION)","Asian","3.5","(20)","Singapore",""
"r5eu","NamNam (Wheelock Place) - Islandwide Delivery","Vietnamese","4.4","(79)","Singapore",""
"fci1","Shakey’s Pizza Parlour (Lucky Plaza) - Islandwide Delivery","Pizza","4.1","(52)","Singapore",""
"y5mm","Boost Juice Bars (ION Orchard)","Beverages","4.8","(100+)","Singapore",""
"yyui","A1 Turkish Kebab (Lucky Plaza) - Islandwide Delivery","Turkish","2.1","(4)","Singapore",""
"y5wu","Chinatown Tan's TuTu Coconut Cake (Food Republic - Wisma Atria)","Sushi","4.8","(100+)","Singapore",""
"l2cy","Chef Sham Fish Maw Pig Stomach Chicken (Food Opera - ION Orchard)","Soups","4.7","(100+)","Singapore",""
"gvd2","AH YEN FRIED PORK (Wisma Atria)","Asian","4.8","(31)","Singapore",""
"b1gu","I.Fish Soup (Food Opera - ION)","Soups","4.2","(100+)","Singapore",""
"y1do","Ramen Nagi (Ion)","Seafood","4.8","(100+)","Singapore",""
"oc7h","Suk's Thai Kitchen (136 Tessensohn Rd) - Islandwide Delivery","Thai","5","(2)","Singapore",""
"f3kw","The 1872 Clipper Tea Co. (ION)","Tea","4.6","(21)","Singapore",""
"ak36","sen-ryo (ION Orchard)","Sushi","4.6","(70)","Singapore",""
"mxza","Sally's (ION Orchard)","Singaporean","4.8","(17)","Singapore",""
"fx87","Putien Kitchen (Food Opera - ION Orchard)","Fried Rice","4.9","(76)","Singapore",""
"h3px","108 Matcha Saro (ION Orchard)","Donut","4.7","(100+)","Singapore",""
"x7sd","Pilipino Cafe (Lucky Plaza)","Filipino","4.4","(82)","Singapore",""
"arfz","Aristocrat Cuisine (Lucky Plaza)","Vietnamese","3.5","(26)","Singapore",""
"ln70","Indo Padang & Soup (Lucky Plaza)","Indonesian","4.4","(69)","Singapore",""
"q7xm","Piao Xiang Mala Fragrant Hot Pot (Food Republic - ION)","Mala Xiang Guo","4.9","(89)","Singapore",""
"c1fz","Luci's Kitchen (Lucky Plaza)","Filipino","5","(7)","Singapore",""
"a8ij","Food Republic - Wisma Atria (Mix & Match)","International","4.4","(54)","Singapore",""
"kww6","Beach Road Curry Rice (ION Orchard)","Curry","4","(100+)","Singapore",""
"nun0","Gindaco (Food Republic - ION)","Japanese","4.8","(100+)","Singapore",""
"marg","Nam Sing Hokkien Fried Mee (ION ORCHARD)","Hokkien Mee","3.4","(92)","Singapore",""
"atig","Fantastic Handmade Noodles (Food Republic - Wisma Atria)","Noodles","4.1","(100+)","Singapore",""
"ianb","OL'JAVA Indonesian Street Food (Lucky Plaza)","Indonesian","5","(43)","Singapore",""
"v2ph","DonBaasha Restaurant (George Road)","Roti Prata","4.5","(1000+)","Singapore",""
"ni6l","SG Hawker (Tanglin)","Singaporean","4.3","(7)","Singapore",""
"onsk","Shiv Sagar (Jalan Besar) - Islandwide Delivery","Indian","3.6","(43)","Singapore",""
"v7ct","Treasures Yi Dian Xin (Paragon)","Dim Sum ","4.6","(500+)","Singapore",""
"r1au","Kolkata Beckons (Race Course Road)","Indian","4","(100+)","Singapore",""
"v2jm","The Banana Leaf Apolo (Race Course Road)","Indian","4.4","(500+)","Singapore",""
"y2cg","Pano Kato (Tanglin Mall)","Pizza","4.2","(100+)","Singapore",""
"w0os","Gayatri Restaurant (Race Course Road)","Chicken","4.7","(100+)","Singapore",""
"ln62","Akashi Japanese Restaurant (Paragon) - Islandwide Delivery","Japanese","4.8","(21)","Singapore",""
"v5to","Hot Hot Pot (Food Republic - Wisma Atria)","Chinese","4.2","(63)","Singapore",""
"uwyr","C Australia's Coffee Club (Tanglin Mall)","Coffee","4.7","(17)","Singapore",""
"s0us","Muthu’S Curry (Race Course)","Indian","4.5","(500+)","Singapore",""
"y9nu","NEW MADRAS CAFE (Race Course Road)","Indian","4.4","(100+)","Singapore",""
"d3e0","Donergy Turkish Kebab & Ice-Cream (Orchard Road)","Middle Eastern","4.5","(67)","Singapore",""
"h2s0","Nassim Hill Bakery Bistro Bar (56 Tanglin Rd) - Islandwide Delivery","Western","5","(3)","Singapore",""
"v2tf","Fusion Spoon (Botanic Gardens)","International","3.7","(100+)","Singapore",""
"f0vb","Pazzion Cafe (Takashimaya)","Western","4.8","(33)","Singapore",""
"vjle","Arunachala Bhavan (40 Race Course Rd) - Islandwide Delivery","Indian","4.4","(43)","Singapore",""
"x7yq","Lam's Noodle & Salt Baked Chicken (Race Course)","Singaporean","4.5","(1000+)","Singapore",""
"y4hd","Colonial Club Signatures (The Paragon)","Chicken","4.2","(100+)","Singapore",""
"x6ka","Anjappar (Farrer Park)","Indian","4.4","(100+)","Singapore",""
"v1ul","Crazy Rich Thai café (290 Orchard Rd)","International","4.4","(100+)","Singapore",""
"x4bv","Spice Junction (Race Course Road)","Indian","4.5","(100+)","Singapore",""
"w3hj","Venchi (The Paragon)","Italian","4.5","(51)","Singapore",""
"y4hi","Toast Box (ION)","Coffee","4.7","(500+)","Singapore",""
"eets","Sourbombe Bakery (Wisma Atria)","4945 min","4.4","(12)","Singapore",""
"ah0e","Market Blue (Tanglin Mall)","Korean","4.1","(59)","Singapore",""
"s1iq","Tampopo (Ngee Ann City)","Japanese","4.7","(500+)","Singapore",""
"l3ni","Superitto (The Paragon)","Mexican","4.3","(100+)","Singapore",""
"op98","Keitaku Mazesoba (Tanglin Mall)","Japanese","4.4","(2)","Singapore",""
"s6ut","PAUL (Paragon)","Cakes","4.4","(100+)","Singapore",""
"w7gu","Blue Jasmine, Holiday Inn Singapore Little India (Farrer Park)","Thai","4.4","(100+)","Singapore",""
"x2bw","Honeymill Drinks (The Paragon)","Beverages","4.9","(39)","Singapore",""
"w1xk","Delhi Restaurant (Race Course Road)","Indian","3","(100+)","Singapore",""
"mqit","Jamba (435 Orchard Road)","Beverages","4.7","(2)","Singapore",""
"l5be","Xiang Xiang Seafood Kitchen (Boon Keng)","Chinese","4.3","(100+)","Singapore",""
"h1ah","Malaysia Chiak (City Square) - Islandwide Delivery","Malaysian","3.7","(9)","Singapore",""
"u8hy","Sampoorna Swadesi Pte Ltd (Farrer Park)","Indian","1","(1)","Singapore",""
"e8ew","Adam's Corner Seafood (Lavender Street)","Malaysian","4.5","(5000+)","Singapore",""
"iulz","Gerry's Grill Singapore (Cuppage Road)","Filipino","4.6","(100+)","Singapore",""
"boct","Peach Garden (The Heeren)","Chinese","2","(1)","Singapore",""
"pigt","Yaowarat Seafood (Lavender Street)","Thai","4","(22)","Singapore",""
"x0iu","Amaravati Restaurant (Little India)","Indian","4.7","(100+)","Singapore",""
"zyxg","Phoenix Garden (Ngee Ann City)","Chinese","3","(1)","Singapore",""
"v6m7","Chandra Mahal (Serangoon Road)","Vegetarian","4.3","(41)","Singapore",""
"s3lt","Tangra Chinese (Race Course Road)","Chinese","4.2","(500+)","Singapore",""
"tk9x","Mr Biryani (11 Chander Rd) - Islandwide Delivery","Indian","4.1","(100+)","Singapore",""
"s2vm","Indian Express- A Brand of The Song of India  (Race Course Road)","Indian","4.4","(100+)","Singapore",""
"k6gs","Suju Japanese Restaurant (Mandarin Gallery)","Japanese","4.4","(100+)","Singapore",""
"s1vv","Tampopo Grand (Ngee Ann City)","Japanese","3.6","(75)","Singapore",""
"x4yx","Samayal by 6ixers (Chander Road)","Indian","4.5","(100+)","Singapore",""
"y4ll","Brisket King Beef Noodle (Food Republic - City Square)","Noodles","4.2","(100+)","Singapore",""
"l5dz","Jaggi's Northern Indian Cuisine (Race Course Road)","Indian","4.5","(2000+)","Singapore",""
"w1ts","Kailash Parbat (Belilios Rd)","Indian","4.1","(1000+)","Singapore",""
"e6xe","Gurkha Palace Restaurant (Chander Road)","Indian","3.4","(96)","Singapore",""
"t1fn","Gandhi Restaurant (31 Chander Rd) - Islandwide Delivery","Indian","4.7","(90)","Singapore",""
"x3bh","A2B Veg Restaurant (Adyar Sweets & Snacks)","Indian","4.3","(500+)","Singapore",""
"jasc","Black Pepper Multi Cuisine Restaurant (326/328 Serangoon Rd)","Indian","4.4","(13)","Singapore",""
"ewgm","TA Community (Serangoon Road)","Sandwiches","5","(1)","Singapore",""
"x9hu","Tonkichi (Takashimaya)","Rice Dishes","4.9","(100+)","Singapore",""
"w2aq","New Everest Kitchen (Chander Road)","Indian","3.5","(100+)","Singapore",""
"desb","Ordinary Burgers (City Square Mall) - Islandwide Delivery","Burgers","4.8","(23)","Singapore",""
"kv5v","Saravanaa Bhavan (Centrium Square)","Indian","2.4","(11)","Singapore",""
"oqir","Barbq Tonight (Little India) - Islandwide Delivery","Indian","4.6","(28)","Singapore",""
"w1gv","Dindigul Thalappakatti Restaurant (Farrer Park)","Indian","4.3","(500+)","Singapore",""
"fv5v","Café Ma Maison (Mandarin Gallery)","Cakes","4.2","(73)","Singapore",""
"udkl","Xiao Long Kan Hotpot (Orchard)","Chinese","4.6","(8)","Singapore",""
"lf00","Ah Chew Desserts (Cineleisure)","Dessert","4.6","(100+)","Singapore",""
"ymsp","Monster Planet (The Centrepoint)","Chicken","4.6","(100+)","Singapore",""
"x3xw","BALAJI BHAWAN VEGETARIAN (Syed Alwi Road)","Indian","4.5","(100+)","Singapore",""
"jgvx","Shock Japanese Cuisine (Food Republic - City Square)","Japanese","4.4","(59)","Singapore",""
"y4lv","Village Curry (Kerbau Road)","Indian","4.1","(100+)","Singapore",""
"x9ei","Super Dario Lasagne (City Square Mall)","Italian","4.7","(100+)","Singapore",""
"l8mc","Ramen Hitoyoshi (City Square Mall)","Ramen","4.5","(100+)","Singapore",""
"s0hm","Delcie's Desserts And Cakes (Serangoon Road)","Cakes","4.6","(100+)","Singapore",""
"uuft","Menbaka Kyoto Fire Ramen (The Centrepoint)","Japanese","4.9","(9)","Singapore",""
"v1gv","Minora Cuisine (Syed Alwi Road)","Indian","4.1","(100+)","Singapore",""
"rsov","Nandini Restaurant (Rowell Road)","Indian","4.5","(89)","Singapore",""
"ool5","Palaniyappa Restaurant (Hindoo Rd) - Restaurant Delivery","Indian","1","(1)","Singapore",""
"wnwj","Khansama Food & Instant Alcohol Delivery @ Little India","Beverages","5","(47)","Singapore",""
"l2wd","Dwaraka Restaurant (Mustafa Shopping Centre)","Indian","3.1","(79)","Singapore",""
"v9sd","BistrOne36 (Whampoa West)","Western","4.2","(100+)","Singapore",""
"dap5","Dim Sum Master (City Square)","Chinese","4","(16)","Singapore",""
"x9kd","AWADH Royal Indian Lucknawi Cusine (The Centrepoint)","Indian","3.5","(100+)","Singapore",""
"v8qg","Honolulu Cafe (Orchard)","Pasta","4.8","(53)","Singapore",""
"yqzn","Dal & Rice (11 Hindoo)- Restaurant Delivery","Indian","4.1","(11)","Singapore",""
"n2dd","Hummus House - Pita & Olives (City Square)","Middle Eastern","3.1","(100+)","Singapore",""
"x6bd","Indian Temptation (Lambu Road)","Indian","3","(100+)","Singapore",""
"y6eu","AWADH Royal Indian Lucknawi Cusine (Centrepoint) - Restaurant Delivery","Indian","3.5","(100+)","Singapore",""
"m0qz","Penyet & BBQ (Food Republic - City Square)","Indonesian","4.5","(500+)","Singapore",""
"w0ec","Cuppage Beef Noodles (313@Somerset)","Chinese","4.6","(100+)","Singapore",""
"hocn","Chennai Curry Nation (Hindoo Road) - Restaurant Delivery","Indian","2.9","(9)","Singapore",""
"og1j","NALAN (Serangoon Road)","Indian","4.6","(49)","Singapore",""
"maie","El Burrito (Orchard)","Mexican","4.1","(100+)","Singapore",""
"dlqt","Red Dot Ma La Hotpot (1001 Seragoon Rd)","Chinese","4.2","(500+)","Singapore",""
"v1vn","Vanabhojanam (Syed Alwi Road)","Rice Dishes","4","(500+)","Singapore",""
"mey6","黔莊贵州牛羊粉 Noodle Villa (313 Somerset)","Chinese","4.4","(52)","Singapore",""
"qz5i","Madura's Vilas (Buffalo Road)","Indian","4.3","(100+)","Singapore",""
"oemo","Muted. Gelato (221 Lavender St.)","Dessert","5","(1)","Singapore",""
"pjz8","Coba Coba (Beatty Road)","Rice Dishes","4.9","(100+)","Singapore",""
"geom","@AtTea (313 Somerset) - Islandwide Delivery","Bubble Tea","5","(7)","Singapore",""
"ihif","Ammani Restaurant (298 Lavender St)","Asian","3.2","(5)","Singapore",""
"trxs","Ebi Bar (Cuppage Plaza)","Noodles","2.6","(5)","Singapore",""
"zorf","Konyo (Cuppage Terrace)","Filipino","4.2","(100+)","Singapore",""
"tl8g","The Beef House (Hindoo Road) - Restaurant Delivery","Indian","3.8","(2)","Singapore",""
"slyd","Lai Lai Taiwan Casual Dining (City Square Mall) - Islandwide Delivery","Chinese","4.7","(16)","Singapore",""
"i2tm","Pratunam by Soi Thai Soi Nice (Centrepoint)","Soups","3.7","(100+)","Singapore",""
"v2ow","Al Jemi Restaurant (Serangoon)","Indian","4.1","(1000+)","Singapore",""
"pwqj","HOLA! Mexico (Cuppage Road)","Mexican","3.6","(96)","Singapore",""
"y4ho","Shanthee's Curry Restaurant (Veerasamy Road)","Indian","4.5","(100+)","Singapore",""
"w6hl","Delhi Lahori (Tekka Centre)","Indian","4","(100+)","Singapore",""
"v0ci","Cafe de Paris (Orchard)","Dessert","4.4","(64)","Singapore",""
"v1vd","Starbucks (Orchard Cineleisure)","Coffee","4.7","(2000+)","Singapore",""
"m4al","Burp Kitchen & Bar (Ang Mo Kio)","American","4.6","(4)","Singapore",""
"ri7t","Naan House (Hindoo Road) - Restaurant Delivery","Indian","1.9","(17)","Singapore",""
"t6dy","Indian Muslim Food (Bendemeer Market & Food Centre)","Malaysian","4.3","(100+)","Singapore",""
"x1wq","Yakiniku-Oh (Newton)","Japanese","4.3","(100+)","Singapore",""
"tr3t","六六 6ix 6ix (Cuppage Terrace) - Restaurant Delivery","Chinese","4.9","(27)","Singapore",""
"pi33","MENTAIKING (Bendemeer)","Seafood","5","(18)","Singapore",""
"y1de","KOI The Express (313@Somerset)","Bubble Tea","4.8","(100+)","Singapore",""
"oocf","Charminar Hyderabad Indian Restaurant (Hindoo Road) - Restaurant Delivery","Indian","1.8","(29)","Singapore",""
"i2kl","AL-MADINAH RESTAURANT (Orchard Plaza)","Indian","4.3","(500+)","Singapore",""
"v5ub","Piao Xiang Ma La Hot Pot (313@Somerset)","Mala Xiang Guo","4.6","(500+)","Singapore",""
"z3h2","Ollie Kitchen & Bar (The Centrepoint)","Burgers","2.8","(30)","Singapore",""
"w2up","Thye Hong Prawn Noodles (Food Republic - 313 Somerset)","Noodles","3.6","(100+)","Singapore",""
"a5tl","100% Fresh Kampong Chicken and Chinese Cuisine (Jalan Besar)","Malaysian","4.6","(99)","Singapore",""
"f5yv","Muthiah restaurant (Cuff Road)","Curry","4.3","(65)","Singapore",""
"j0cu","Maccha House (Orchard)","Japanese","4.9","(18)","Singapore",""
"p0pj","Amoy St Lor Mee Since 1959 厦门街卤面 (Bendemeer Road)","Ban Mian","4.8","(41)","Singapore",""
"s645","Feng Ji Chinese & Western Food Restaurant 豐记 (Jln Besar)","International","4.9","(4)","Singapore",""
"kedk","Mrs Pho Kitchen (313@Somerset)","Vietnamese","4.2","(100+)","Singapore",""
"a0py","Peppercorn Chinese Cuisine Mala Hotpot 椒点麻辣香锅 (Jalan Besar)","Mala Xiang Guo","4.5","(2000+)","Singapore",""
"v1ks","Swaad Pure Vegetarian (Desker Road)","Indian","4.2","(500+)","Singapore",""
"z3th","Haakon Superfoods & Juice (313 Somerset)","Healthy","4.5","(1000+)","Singapore",""
"g70y","L.K Maju Restaurant (Rowell Road)","Malaysian","3.4","(83)","Singapore",""
"q0dn","Ambur Star Briyani (23 Upper Dickson Road)","Indian","4.4","(9)","Singapore",""
"l5dl","LittleEasy Bistrobar (Tekka Place)","Pizza","3.2","(3)","Singapore",""
"yl4y","San.wich by Swee Heng (313@Somerset)","4945 min","5","(61)","Singapore",""
"ul0p","Tsuta Japanese Dining (313@Somerset)","Japanese","4.4","(38)","Singapore",""
"d8rf","Jiumei Mala Hotpot Soup & Deep Fried Snack Food 九妹麻辣烫/炸串/麻辣鸡公煲 (Orchard Plaza)","Chinese","4.4","(8)","Singapore",""
"e1wo","ABC Nasi Kandar (Desker Road) - Islandwide Delivery","Indian","3.7","(13)","Singapore",""
"ucwa","Tha Siam Authentic Thai Kitchen (Orchard Plaza)","Thai","4.2","(100+)","Singapore",""
"v8md","Old Chang Kee Coffee House (Rex)","Snacks","4.5","(100+)","Singapore",""
"lg5w","Francesca's (313@Somerset)","Pasta","4.7","(71)","Singapore",""
"m6yp","Junior Kuppanna (Kitchener Road)","Indian","3.5","(100+)","Singapore",""
"y6za","Tanyu 探鱼 (313@Somerset)","Chinese","4.4","(100+)","Singapore",""
"cbni","Syed Cafe (6 Verdun Road)","International","1","(1)","Singapore",""
"v3hn","Platform 1094 (Serangoon Road)","Western","4.6","(35)","Singapore",""
"w3ei","Shivam Restaurant (Farrer Park)","Indian","4.1","(1000+)","Singapore",""
"fofd","GOKUL - Raas Vegetarian (Upper Dickson Road)","Vegetarian","4.7","(100+)","Singapore",""
"fcwp","Miss Saigon (Orchard Road)","Vietnamese","4.8","(30)","Singapore",""
"w0au","Bhai Biryani (Cuff Road)","Chicken","3.7","(100+)","Singapore",""
"m7ko","Sarigama Grand Indian Restaurant (Sam Leong Rd)","Indian","4","(9)","Singapore",""
"bv64","Chinese Tofu Magician 半仙豆夫 (313@Somerset)","Bubble Tea","4.8","(47)","Singapore",""
"rsjs","Sakunthala's Restarant (Dunlop Street)","Indian","4.3","(100+)","Singapore",""
"hgas","Nasty Cookie (Orchard Gateway) - Islandwide Delivery","Dessert","5","(25)","Singapore",""
"a6lb","Asylum Coffeehouse (JalanBesar)","Beverages","4.4","(69)","Singapore",""
"b6ue","Ice Talk Signature Tea (Orchard Gateway)","Bubble Tea","4.4","(52)","Singapore",""
"cwe5","Yang Xiao Xian Mango Milk Ice 杨小贤 (芒果绵绵冰) (Orchard Road)","Dessert","3.7","(6)","Singapore",""
"y4cc","SRI KUMBHAKARNA (FARRER PARK)","Indian","3.3","(100+)","Singapore",""
"pzra","Henri Charpentier (Orchard Central) - Islandwide Delivery","Cakes","4.8","(82)","Singapore",""
"w8vy","Jia Jia Fishball Noodle (Potong Pasir)","Soups","3.8","(500+)","Singapore",""
"w9jl","Two Blur Guys (Jalan Besar)","American","4.8","(100+)","Singapore",""
"e6ls","San Laksa Steamboat (Kitchener Road)","Laksa","4.8","(10)","Singapore",""
"ylu0","EatAlley (Orchard Gateway)","Malaysian","4.8","(100+)","Singapore",""
"e1nx","Kanshoku Ramen Bar (Orchard Gateway)","Japanese","4.5","(100+)","Singapore",""
"j1af","Kopi Clan (NTP+)","Singaporean","4.1","(100+)","Singapore",""
"x4xe","Azmi Restaurant (Syed Alwi Road)","Indian","4.4","(100+)","Singapore",""
"t0gb","Murugan Idli Shop (Syed Alwi Road)","Indian","4.3","(1000+)","Singapore",""
"xoqv","NBCB (Orchard Central)","Burgers","4.3","(40)","Singapore",""
"zpmj","There Was No Coffee 本来不该有 (Orchard Gateway)","Beverages","4.8","(100+)","Singapore",""
"yefp","Indo Thai Bar & Restaurant (Tekka Place)","Indian","4","(100+)","Singapore",""
"bkoe","Tian Tian You Yu (Somerset Road)","Rice Dishes","4.8","(6)","Singapore",""
"y2er","Coffeesmith (Orchard)","Coffee","4.5","(100+)","Singapore",""
"s5ce","Kaye Peri Peri Grille Pasta (Potong Pasir)","Chicken","4.4","(1000+)","Singapore",""
"w5ek","RW Selmor (Little India Arcade)","Indian","4.5","(100+)","Singapore",""
"ikcc","Chunky Lobsters Signature (orchardgateway)","American","4.9","(20)","Singapore",""
"p22p","Tiong Bahru Hainanese Boneless Chicken Rice (56 Smith St) - Islandwide Delivery","Chicken Rice","4.8","(17)","Singapore",""
"w0gq","Jia Jia Ban Mian (Macpherson Lane)","Noodles","4.1","(100+)","Singapore",""
"tnqe","Van Leeuwen Ice Cream (Orchard Central)","Dessert","1.6","(4)","Singapore",""
"w2iy","Wanton Fu (Jalan Besar)","Chinese","4.4","(1000+)","Singapore",""
"rayu","M5 Coffee (Orchard Gateway)","Western","4.7","(14)","Singapore",""
"rpwd","D'Life (Orchard)","Vegetarian","4.9","(59)","Singapore",""
